Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Data Science Design Manual","Texts in Computer Science","","","","10.1007/978-3-319-55444-0","Steven S. Skiena","2017","http://link.springer.com/book/10.1007/978-3-319-55444-0","Book"
"An Analysis on OCL/UML Constraints in E-commerce Application","Proceedings of First International Conference on Computing, Communications, and Cyber-Security (IC4S 2019)","","","","10.1007/978-981-15-3369-3_31","Shikha SinghManuj Darbari","2020","http://link.springer.com/chapter/10.1007/978-981-15-3369-3_31","Chapter"
"ENACT: Development, Operation, and Quality Assurance of Trustworthy Smart IoT Systems","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_9","Nicolas FerryArnor SolbergHui SongStéphane LavirotteJean-Yves TigliThierry WinterVictor Muntés-MuleroAndreas MetzgerErkuden Rios VelascoAmaia Castelruiz Aguirre","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_9","Chapter"
"Internet of Things: Foundation","Principles of Internet of Things (IoT) Ecosystem: Insight Paradigm","","","","10.1007/978-3-030-33596-0_1","Bhanu ChanderGopalakrishnan Kumaravelan","2020","http://link.springer.com/chapter/10.1007/978-3-030-33596-0_1","Chapter"
"AspectOCL: using aspects to ease maintenance of evolving constraint specification","Empirical Software Engineering","","24","4","10.1007/s10664-019-09717-6","Muhammad Uzair KhanHassan SartajMuhammad Zohaib IqbalMuhammad UsmanNumra Arshad","2019","http://link.springer.com/article/10.1007/s10664-019-09717-6","Article"
"Testing-as-a-Service for Mobile Applications: State-of-the-Art Survey","Dependability Problems of Complex Information Systems","","","","10.1007/978-3-319-08964-5_4","Oleksii StarovSergiy VilkomirAnatoliy GorbenkoVyacheslav Kharchenko","2015","http://link.springer.com/chapter/10.1007/978-3-319-08964-5_4","Chapter"
"Introduction","Railway Infrastructure Security","","","","10.1007/978-3-319-04426-2_1","Concetta PragliolaRoberto SetolaAntonio SforzaValeria Vittorini","2015","http://link.springer.com/chapter/10.1007/978-3-319-04426-2_1","Chapter"
"AUTOSAR Standard","Automotive Software Architectures","","","","10.1007/978-3-319-58610-6_4","Miroslaw StaronDarko Durisic","2017","http://link.springer.com/chapter/10.1007/978-3-319-58610-6_4","Chapter"
"Integrating Risk Representation at Strategic Level for IT Service Governance: A Comprehensive Framework","The Practice of Enterprise Modeling","","","","10.1007/978-3-030-63479-7_21","Aghakhani GhazalehYves WauteletManuel KolpSamedi Heng","2020","http://link.springer.com/chapter/10.1007/978-3-030-63479-7_21","Chapter"
"Present Scenarios of IoT Projects with Security Aspects Focused","Digital Twin Technologies and Smart Cities","","","","10.1007/978-3-030-18732-3_7","Aniruddha BhattacharjyaXiaofeng ZhongJing WangXing Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-18732-3_7","Chapter"
"Phantom Ex Machina","","","","","10.1007/978-3-319-44468-0","Anshuman KhareBrian StewartRod Schatz","2017","http://link.springer.com/book/10.1007/978-3-319-44468-0","Book"
"When 5G Meets Industry 4.0","","","","","10.1007/978-981-15-6732-2","Dr. Xiwen WangDr. Longxiang Gao","2020","http://link.springer.com/book/10.1007/978-981-15-6732-2","Book"
"System Resilience Governance","Critical Infrastructures, Key Resources, Key Assets","","","","10.1007/978-3-319-69224-1_10","Adrian V. GheorgheDan V. VamanuPolinpapilinho F. KatinaRoland Pulfer","2018","http://link.springer.com/chapter/10.1007/978-3-319-69224-1_10","Chapter"
"A UML Profile for the Design, Quality Assessment and Deployment of Data-intensive Applications","Software and Systems Modeling","","18","6","10.1007/s10270-019-00730-3","Diego Perez-PalacinJosé MerseguerJosé I. RequenoM. GuerrieroElisabetta Di NittoD. A. Tamburri","2019","http://link.springer.com/article/10.1007/s10270-019-00730-3","Article"
"Formalizing Reusable Communication Models for Distributed Systems Architecture","Model and Data Engineering","","","","10.1007/978-3-030-00856-7_13","Quentin RoulandBrahim HamidJason Jaskolka","2018","http://link.springer.com/chapter/10.1007/978-3-030-00856-7_13","Chapter"
"Comparative Analysis Between Different Facial Authentication Tools for Assessing Their Integration in m-Health Mobile Applications","Trends and Advances in Information Systems and Technologies","","","","10.1007/978-3-319-77712-2_110","Francisco D. Guillén-GámezIván García-MagariñoGuillermo Palacios-Navarro","2018","http://link.springer.com/chapter/10.1007/978-3-319-77712-2_110","Chapter"
"Strategic Sourcing in the New Economy","","","","","10.1007/978-1-137-55220-4","Bonnie KeithKate VitasekKarl ManrodtJeanne Kling","2016","http://link.springer.com/book/10.1007/978-1-137-55220-4","Book"
"Big Data Architecture and Reference Models","On the Move to Meaningful Internet Systems: OTM 2018 Workshops","","","","10.1007/978-3-030-11683-5_2","Qing LiZhiyong XuIotong ChanShaobo YangYudi PuHailong WeiChao Yu","2019","http://link.springer.com/chapter/10.1007/978-3-030-11683-5_2","Chapter"
"Non-Markovian Performability Evaluation of ERTMS/ETCS Level 3","Computer Performance Engineering","","","","10.1007/978-3-319-23267-6_4","Laura CarnevaliFrancesco FlamminiMarco PaolieriEnrico Vicario","2015","http://link.springer.com/chapter/10.1007/978-3-319-23267-6_4","Chapter"
"Synthesis and Verification of Self-aware Computing Systems","Self-Aware Computing Systems","","","","10.1007/978-3-319-47474-8_11","Radu CalinescuMarco AutiliJavier CámaraAntinisca Di MarcoSimos GerasimouPaola InverardiAlexander PerucciNils JansenJoost-Pieter KatoenMarta KwiatkowskaOle J. MengshoelRomina SpalazzeseMassimo Tivoli","2017","http://link.springer.com/chapter/10.1007/978-3-319-47474-8_11","Chapter"
"Heterogeneous megamodel management using collection operators","Software and Systems Modeling","","19","1","10.1007/s10270-019-00738-9","Rick SalaySahar KokalyAlessio Di SandroNick L. S. FungMarsha Chechik","2020","http://link.springer.com/article/10.1007/s10270-019-00738-9","Article"
"Location Prediction of Vehicles in VANETs Using A Kalman Filter","Wireless Personal Communications","","80","2","10.1007/s11277-014-2025-3","Huifang FengChunfeng LiuYantai ShuOliver W. W. Yang","2015","http://link.springer.com/article/10.1007/s11277-014-2025-3","Article"
"Software Architecture of Modern Model Checkers","Computing and Software Science","","","","10.1007/978-3-319-91908-9_20","Fabrice KordonMichael LeuschelJaco van de PolYann Thierry-Mieg","2019","http://link.springer.com/chapter/10.1007/978-3-319-91908-9_20","Chapter"
"A Product Line Architecture for Mobile Patient Monitoring System","Mobile Health","","","","10.1007/978-3-319-12817-7_22","Gaurav PaliwalArvind W. Kiwelekar","2015","http://link.springer.com/chapter/10.1007/978-3-319-12817-7_22","Chapter"
"Models, Mindsets, Meta: The What, the How, and the Why Not?","Models, Mindsets, Meta: The What, the How, and the Why Not?","","","","10.1007/978-3-030-22348-9_1","Tiziana MargariaSusanne GrafKim G. Larsen","2019","http://link.springer.com/chapter/10.1007/978-3-030-22348-9_1","Chapter"
"Failure and Change Impact Analysis for Safety-Critical Systems","Business Modeling and Software Design","","","","10.1007/978-3-030-24854-3_4","Philipp LohmüllerJulia RauscherBernhard Bauer","2019","http://link.springer.com/chapter/10.1007/978-3-030-24854-3_4","Chapter"
"Cloud authorization: exploring techniques and approach towards effective access control framework","Frontiers of Computer Science","","9","2","10.1007/s11704-014-3160-4","Rahat MasoodMuhammad Awais ShibliYumna GhaziAyesha KanwalArshad Ali","2015","http://link.springer.com/article/10.1007/s11704-014-3160-4","Article"
"Collaborative robot monitoring and control for enhanced sustainability","The International Journal of Advanced Manufacturing Technology","","81","9 - 12","10.1007/s00170-013-4864-6","Lihui Wang","2015","http://link.springer.com/article/10.1007/s00170-013-4864-6","Article"
"Integrated Mobile Solutions in an Internet-of-Things Development Model","Mobile Solutions and Their Usefulness in Everyday Life","","","","10.1007/978-3-319-93491-4_1","Issam DamajSafaa Kasbah","2019","http://link.springer.com/chapter/10.1007/978-3-319-93491-4_1","Chapter"
"Information Flow-Based Security Construction for Compositional Interface Automata","Trusted Computing and Information Security","","","","10.1007/978-981-15-3418-8_3","Mingdi XuZhaoyang JinFan ZhangFeng Cui","2020","http://link.springer.com/chapter/10.1007/978-981-15-3418-8_3","Chapter"
"Analysis of Expert’s Opinion on Requirements Patterns for Software Product Families Framework Using GQM Method","Computational Science and Technology","","","","10.1007/978-981-15-0058-9_14","Badamasi Imam Ya’uAzlin NordinNorsaremah Salleh","2020","http://link.springer.com/chapter/10.1007/978-981-15-0058-9_14","Chapter"
"Analyzing and Enforcing Security Mechanisms on Requirements Specifications","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-16101-3_8","Tong LiJennifer HorkoffJohn Mylopoulos","2015","http://link.springer.com/chapter/10.1007/978-3-319-16101-3_8","Chapter"
"SysML Modeling of Functional and Non-functional Requirements for IEC 61131-3 Control Systems","Progress in Automation, Robotics and Measuring Techniques","","","","10.1007/978-3-319-15796-2_10","Marcin Jamro","2015","http://link.springer.com/chapter/10.1007/978-3-319-15796-2_10","Chapter"
"Service Modelling and Verification: A Formal Approach","Webservices","","","","10.1007/978-981-13-3224-1_1","Deepak ChenthatiHrushikesha Mohanty","2019","http://link.springer.com/chapter/10.1007/978-981-13-3224-1_1","Chapter"
"A logical approach to systems engineering artifacts: semantic relationships and dependencies beyond traceability—from requirements to functional and architectural views","Software & Systems Modeling","","17","2","10.1007/s10270-017-0619-4","Manfred Broy","2018","http://link.springer.com/article/10.1007/s10270-017-0619-4","Article"
"Data-driven predictive model of reliability estimation using degradation models: a review","Life Cycle Reliability and Safety Engineering","","9","1","10.1007/s41872-020-00111-6","Farhad BalaliHamid SeifoddiniAdel Nasiri","2020","http://link.springer.com/article/10.1007/s41872-020-00111-6","Article"
"Supporting ISO 27001 Establishment with CORAS","Pattern and Security Requirements","","","","10.1007/978-3-319-16664-3_7","Kristian Beckers","2015","http://link.springer.com/chapter/10.1007/978-3-319-16664-3_7","Chapter"
"José Meseguer: Scientist and Friend Extraordinaire","Logic, Rewriting, and Concurrency","","","","10.1007/978-3-319-23165-5_1","Narciso Martí-OlietPeter Csaba ÖlveczkyCarolyn Talcott","2015","http://link.springer.com/chapter/10.1007/978-3-319-23165-5_1","Chapter"
"Integrating behavior analysis into architectural modeling","Frontiers of Computer Science","","9","1","10.1007/s11704-014-3505-z","Luxi ChenLinpeng HuangChen LiTao Zan","2015","http://link.springer.com/article/10.1007/s11704-014-3505-z","Article"
"Chatbot Research and Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-39540-7","Asbjørn FølstadTheo AraujoSymeon PapadopoulosDr. Effie Lai-Chong LawOle-Christoffer GranmoEwa LugerPetter Bae Brandtzaeg","2020","http://link.springer.com/book/10.1007/978-3-030-39540-7","Book"
"Introduction","Pattern and Security Requirements","","","","10.1007/978-3-319-16664-3_1","Kristian Beckers","2015","http://link.springer.com/chapter/10.1007/978-3-319-16664-3_1","Chapter"
"Digital Technologies for Transport and Mobility: Challenges, Trends and Perspectives","Computation and Big Data for Transport","","","","10.1007/978-3-030-37752-6_1","Pedro DiezJacques PeriauxTero TuovinenJaana RäisänenMartti LehtoAdel AbbasCarlo PoloniTrond KvamsdalChris Bronk","2020","http://link.springer.com/chapter/10.1007/978-3-030-37752-6_1","Chapter"
"Towards Dynamic Dependable Systems Through Evidence-Based Continuous Certification","Leveraging Applications of Formal Methods, Verification and Validation: Engineering Principles","","","","10.1007/978-3-030-61470-6_25","Rasha FaqehChristof FetzerHolger HermannsJörg HoffmannMichaela KlauckMaximilian A. KöhlMarcel SteinmetzChristoph Weidenbach","2020","http://link.springer.com/chapter/10.1007/978-3-030-61470-6_25","Chapter"
"Introduction to Business Processes and Business Process Modeling","Quality in Business Process Modeling","","","","10.1007/978-3-319-42512-2_1","John Krogstie","2016","http://link.springer.com/chapter/10.1007/978-3-319-42512-2_1","Chapter"
"Towards GDPR Compliant Software Design: A Formal Framework for Analyzing System Models","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-40223-5_7","Evangelia VaneziDimitrios KouzapasGeorgia M. KapitsakiAnna Philippou","2020","http://link.springer.com/chapter/10.1007/978-3-030-40223-5_7","Chapter"
"Combining Third Party Components Securely in Automotive Systems","Information Security Theory and Practice","","","","10.1007/978-3-319-45931-8_18","Madeline CheahSiraj A. ShaikhJeremy BryansHoang Nga Nguyen","2016","http://link.springer.com/chapter/10.1007/978-3-319-45931-8_18","Chapter"
"Introduction","Engineering Safe and Secure Cyber-Physical Systems","","","","10.1007/978-3-319-28905-2_1","Roman Gumzej","2016","http://link.springer.com/chapter/10.1007/978-3-319-28905-2_1","Chapter"
"SPR 2018","Pediatric Radiology","","48","1","10.1007/s00247-018-4130-z","","2018","http://link.springer.com/article/10.1007/s00247-018-4130-z","Article"
"Taxing (Shadow) Banks: A Pigovian Model","The Handbook of Global Shadow Banking, Volume I","","","","10.1007/978-3-030-34743-7_11","Luc Nijs","2020","http://link.springer.com/chapter/10.1007/978-3-030-34743-7_11","Chapter"
"Towards a framework for certification of reliable autonomous systems","Autonomous Agents and Multi-Agent Systems","","35","1","10.1007/s10458-020-09487-2","Michael FisherViviana MascardiKristin Yvonne RozierBernd-Holger SchlingloffMichael WinikoffNeil Yorke-Smith","2020","http://link.springer.com/article/10.1007/s10458-020-09487-2","Article"
"Semantic Systems. The Power of AI and Knowledge Graphs","Lecture Notes in Computer Science","","","","10.1007/978-3-030-33220-4","Maribel AcostaPhilippe Cudré-MaurouxMaria MaleshkovaProf. Dr. Tassilo PellegriniDr. Harald SackProf. Dr. York Sure-Vetter","2019","http://link.springer.com/book/10.1007/978-3-030-33220-4","Book"
"Design Thinking for Strategy","Management for Professionals","","","","10.1007/978-3-030-25875-7","Dr. Claude Diderich","2020","http://link.springer.com/book/10.1007/978-3-030-25875-7","Book"
"Software Architecture: Past, Present, Future","The Essence of Software Engineering","","","","10.1007/978-3-319-73897-0_10","Wilhelm Hasselbring","2018","http://link.springer.com/chapter/10.1007/978-3-319-73897-0_10","Chapter"
"Applications of artificial intelligence in intelligent manufacturing: a review","Frontiers of Information Technology & Electronic Engineering","","18","1","10.1631/FITEE.1601885","Bo-hu LiBao-cun HouWen-tao YuXiao-bing LuChun-wei Yang","2017","http://link.springer.com/article/10.1631/FITEE.1601885","Article"
"A Comprehensive Investigation of Formal System Verification Tools and Approaches","Intelligent Systems and Applications","","","","10.1007/978-3-030-01057-7_94","Nazish YousafMuhammad Waseem AnwarFarooque AzamWasi Haider Butt","2019","http://link.springer.com/chapter/10.1007/978-3-030-01057-7_94","Chapter"
"Models for the Consistent Interaction of Adaptations in Self-Adaptive Systems","Software Engineering for Self-Adaptive Systems III. Assurances","","","","10.1007/978-3-319-74183-3_11","Nicolás CardozoKim MensSiobhán Clarke","2017","http://link.springer.com/chapter/10.1007/978-3-319-74183-3_11","Chapter"
"Application of IEC 62443 for IoT Components","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-99229-7_19","Abdelkader Magdy ShaabanErwin KristenChristoph Schmittner","2018","http://link.springer.com/chapter/10.1007/978-3-319-99229-7_19","Chapter"
"Human-Centered Software Engineering as a Chance to Ensure Software Quality Within the Digitization of Human Workflows","Human-Centered and Error-Resilient Systems Development","","","","10.1007/978-3-319-44902-9_3","Holger FischerBjörn Senft","2016","http://link.springer.com/chapter/10.1007/978-3-319-44902-9_3","Chapter"
"Data-Driven Smart Sustainable Cities: A Conceptual Framework for Urban Intelligence Functions and Related Processes, Systems, and Sciences","Advances in the Leading Paradigms of Urbanism and their Amalgamation","","","","10.1007/978-3-030-41746-8_6","Simon Elias Bibri","2020","http://link.springer.com/chapter/10.1007/978-3-030-41746-8_6","Chapter"
"Big Data Analytics and Context-Aware Computing: Characteristics, Commonalities, Differences, Applications, and Challenges","Smart Sustainable Cities of the Future","","","","10.1007/978-3-319-73981-6_9","Simon Elias Bibri","2018","http://link.springer.com/chapter/10.1007/978-3-319-73981-6_9","Chapter"
"ETAS LABCAR-XiL: Bridging the gap between development phases by harmonizing concepts and tools","15. Internationales Stuttgarter Symposium","","","","10.1007/978-3-658-08844-6_30","Christoph StörmerCorina Mitrohin Dr.Andreas ThuyGhizlane Tibba","2015","http://link.springer.com/chapter/10.1007/978-3-658-08844-6_30","Chapter"
"SDL - The IoT Language","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_3","Edel SherrattIleana OberEmmanuel GaudinPau Fonseca i CasasFinn Kristoffersen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_3","Chapter"
"A Model Interpreter for Timed Automata","Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques","","","","10.1007/978-3-319-47166-2_17","M. Usman IftikharJonas LundbergDanny Weyns","2016","http://link.springer.com/chapter/10.1007/978-3-319-47166-2_17","Chapter"
"Village Industrialization: Model and Analysis","China’s Development Under a Differential Urbanization Model","","","","10.1007/978-981-13-9451-5_11","Qiang Li","2020","http://link.springer.com/chapter/10.1007/978-981-13-9451-5_11","Chapter"
"Challenges in Digital Twin Development for Cyber-Physical Production Systems","Cyber Physical Systems. Model-Based Design","","","","10.1007/978-3-030-23703-5_2","Heejong ParkArvind EaswaranSidharta Andalam","2019","http://link.springer.com/chapter/10.1007/978-3-030-23703-5_2","Chapter"
"Theories, Techniques and Tools for Engineering Heterogeneous Railway Networks","Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification","","","","10.1007/978-3-319-68499-4_16","Paulius StankaitisAlexei Iliasov","2017","http://link.springer.com/chapter/10.1007/978-3-319-68499-4_16","Chapter"
"The HAMSTER Data Communication Architecture for Unmanned Aerial, Ground and Aquatic Systems","Journal of Intelligent & Robotic Systems","","84","1 - 4","10.1007/s10846-016-0356-x","Daniel Fernando PigattoLeandro GonçalvesGuilherme Freire RobertoJulio Fernando Rodrigues FilhoNatássya Barlate Floro da SilvaAlex Roschildt PintoKalinka Regina Lucas Jaquie Castelo Branco","2016","http://link.springer.com/article/10.1007/s10846-016-0356-x","Article"
"Fully automating fine-optics manufacture - why so tough, and what are we doing?","Journal of the European Optical Society-Rapid Publications","","15","1","10.1186/s41476-019-0119-y","David Douglas WalkerThomas Leo McCluskeyGuoyu YuSanja PetrovicHongyu Li","2019","http://link.springer.com/article/10.1186/s41476-019-0119-y","Article"
"A survey on dependability improvement techniques for pervasive computing systems","Science China Information Sciences","","58","5","10.1007/s11432-015-5300-3","WenHua YangYePang LiuChang XuS. C. Cheung","2015","http://link.springer.com/article/10.1007/s11432-015-5300-3","Article"
"Earth Observations and Integrative Models in Support of Food and Water Security","Remote Sensing in Earth Systems Sciences","","2","1","10.1007/s41976-019-0008-6","Stephanie Schollaert UzAlex C. RuaneBryan N. DuncanCompton J. TuckerGeorge J. HuffmanIliana E. MladenovaBatuhan OsmanogluThomas R. H. HolmesAmy McNallyChrista Peters-LidardJohn D. BoltenNarendra DasMatthew RodellSean McCartneyMartha C. AndersonBrad Doorn","2019","http://link.springer.com/article/10.1007/s41976-019-0008-6","Article"
"Dealing with Functional Safety Requirements for Automotive Systems: A Cyber-Physical-Social Approach","Critical Information Infrastructures Security","","","","10.1007/978-3-319-99843-5_18","Mohamad GharibPaolo LolliniAndrea CeccarelliAndrea Bondavalli","2018","http://link.springer.com/chapter/10.1007/978-3-319-99843-5_18","Chapter"
"Improving the Semantic Interoperability of IoT Early Warning Systems: The Port of Valencia Use Case","Enterprise Interoperability VIII","","","","10.1007/978-3-030-13693-2_2","João MoreiraLuís Ferreira PiresMarten van SinderenRoel WieringaPrince SinghPatrícia Dockhorn CostaMiguel Llop","2019","http://link.springer.com/chapter/10.1007/978-3-030-13693-2_2","Chapter"
"Formal synthesis of application and platform behaviors of embedded software systems","Software & Systems Modeling","","14","2","10.1007/s10270-013-0342-8","Jinhyun KimInhye KangJin-Young ChoiInsup LeeSungwon Kang","2015","http://link.springer.com/article/10.1007/s10270-013-0342-8","Article"
"Towards a Formally Verified Implementation of the MimbleWimble Cryptocurrency Protocol","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-61638-0_1","Gustavo BetarteMaximiliano CristiáCarlos LunaAdrián SilveiraDante Zanarini","2020","http://link.springer.com/chapter/10.1007/978-3-030-61638-0_1","Chapter"
"Using empirical studies to mitigate symbol overload in iStar extensions","Software and Systems Modeling","","19","3","10.1007/s10270-019-00770-9","Enyo GonçalvesCamilo AlmendraMiguel GoulãoJoão AraújoJaelson Castro","2020","http://link.springer.com/article/10.1007/s10270-019-00770-9","Article"
"Characteristic, Architecture, Technology, and Design Methodology of Cyber-Physical Systems","Industrial IoT Technologies and Applications","","","","10.1007/978-3-319-60753-5_25","Chao LiuFulong ChenJunru ZhuZiyang ZhangCheng ZhangChuanxin ZhaoTaochun Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-60753-5_25","Chapter"
"A Method for Developing Qualitative Security Risk Assessment Algorithms","Risks and Security of Internet and Systems","","","","10.1007/978-3-319-76687-4_17","Gencer ErdoganAtle Refsdal","2018","http://link.springer.com/chapter/10.1007/978-3-319-76687-4_17","Chapter"
"Dimensionality Reduction for Exploratory Data Analysis in Daily Medical Research","Advanced Data Analytics in Health","","","","10.1007/978-3-319-77911-9_1","Dominic GiradiAndreas Holzinger","2018","http://link.springer.com/chapter/10.1007/978-3-319-77911-9_1","Chapter"
"Automata-based refinement checking for real-time systems","Computer Science - Research and Development","","30","3 - 4","10.1007/s00450-014-0257-9","Christian HeinzemannChristian BrennerStefan DziwokWilhelm Schäfer","2015","http://link.springer.com/article/10.1007/s00450-014-0257-9","Article"
"Metamodel for integration of Internet of Things, Social Networks, the Cloud and Industry 4.0","Journal of Ambient Intelligence and Humanized Computing","","9","3","10.1007/s12652-017-0469-5","José Ignacio Rodríguez MolanoJuan Manuel Cueva LovelleCarlos Enrique MontenegroJ. Javier Rainer GranadosRubén González Crespo","2018","http://link.springer.com/article/10.1007/s12652-017-0469-5","Article"
"Building high assurance human-centric decision systems","Automated Software Engineering","","22","2","10.1007/s10515-014-0157-z","Constance L. HeitmeyerMarc PickettElizabeth I. LeonardMyla M. ArcherIndrakshi RayDavid W. AhaJ. Gregory Trafton","2015","http://link.springer.com/article/10.1007/s10515-014-0157-z","Article"
"On separation of platform-independent particles in user interfaces","Cluster Computing","","18","3","10.1007/s10586-015-0471-7","Tomas CernyMichael J. Donahoo","2015","http://link.springer.com/article/10.1007/s10586-015-0471-7","Article"
"The Debate About the Ethics of Money Pursuit","Towards a New International Monetary Order","","","","10.1007/978-3-319-52518-1_3","Koen Byttebier","2017","http://link.springer.com/chapter/10.1007/978-3-319-52518-1_3","Chapter"
"Using Prototypes, Verification, and Validation to Evaluate and Enhance System Architecture","Effective Model-Based Systems Engineering","","","","10.1007/978-3-319-95669-5_11","John M. BorkyThomas H. Bradley","2019","http://link.springer.com/chapter/10.1007/978-3-319-95669-5_11","Chapter"
"The Future: Obstacles and Opportunities","S-BPM in the Production Industry","","","","10.1007/978-3-319-48466-2_8","Udo Kannengiesser","2017","http://link.springer.com/chapter/10.1007/978-3-319-48466-2_8","Chapter"
"Systematic Refinement of Trustworthiness Requirements using Goal and Business Process Models","Trustworthy Cyber-Physical Systems","","","","10.1007/978-3-658-27488-7_7","Nazila Gol Mohammadi","2019","http://link.springer.com/chapter/10.1007/978-3-658-27488-7_7","Chapter"
"IoT Vertical Markets and Connected Ecosystems","Internet of Things From Hype to Reality","","","","10.1007/978-3-319-99516-8_9","Ammar RayesSamer Salam","2019","http://link.springer.com/chapter/10.1007/978-3-319-99516-8_9","Chapter"
"The Purchasing Chessboard®","The Purchasing Chessboard","","","","10.1007/978-1-4939-6764-3_4","Christian SchuhJoseph L. RaudabaughRobert KromoserMichael F. StrohmerAlenka TriplatJim Pearce","2017","http://link.springer.com/chapter/10.1007/978-1-4939-6764-3_4","Chapter"
"Zhongguancun Cases","Zhongguancun Model: Driving the Dual Engines of Science & Technology and Capital","","","","10.1007/978-981-13-2267-9_3","Xiaoying DongYanni HuWeidong YinEstela Kuo","2019","http://link.springer.com/chapter/10.1007/978-981-13-2267-9_3","Chapter"
"Reasoning About Information Flow Security of Separation Kernels with Channel-Based Communication","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-662-49674-9_50","Yongwang ZhaoDavid SanánFuyuan ZhangYang Liu","2016","http://link.springer.com/chapter/10.1007/978-3-662-49674-9_50","Chapter"
"Security Modeling for Embedded System Design","Graphical Models for Security","","","","10.1007/978-3-319-74860-3_7","Letitia W. LiFlorian LugouLudovic Apvrille","2018","http://link.springer.com/chapter/10.1007/978-3-319-74860-3_7","Chapter"
"How to Establish Industrial AI Technology and Capability","Industrial AI","","","","10.1007/978-981-15-2144-7_5","Jay Lee","2020","http://link.springer.com/chapter/10.1007/978-981-15-2144-7_5","Chapter"
"A State-of-the-Art Survey on Formal Verification of the Internet of Things Applications","Journal of Service Science Research","","11","1","10.1007/s12927-019-0003-8","Alireza SouriMonire Norouzi","2019","http://link.springer.com/article/10.1007/s12927-019-0003-8","Article"
"Enabling continuous integration in a formal methods setting","International Journal on Software Tools for Technology Transfer","","22","6","10.1007/s10009-019-00546-y","Luis Diogo CoutoPeter W. V. Tran-JørgensenRené S. NilssonPeter Gorm Larsen","2020","http://link.springer.com/article/10.1007/s10009-019-00546-y","Article"
"A systematic review of software usability studies","International Journal of Information Technology","","","","10.1007/s41870-017-0048-1","Kalpna SagarAnju Saha","2017","http://link.springer.com/article/10.1007/s41870-017-0048-1","Article"
"A Novel Safety Assessment Approach Based on Evolutionary Clustering Learning","Proceedings of 2016 Chinese Intelligent Systems Conference","","","","10.1007/978-981-10-2335-4_46","Yi ChaiZhaodong LiuHongpeng YinYanxia Li","2016","http://link.springer.com/chapter/10.1007/978-981-10-2335-4_46","Chapter"
"Assessment of Climate Change over the Indian Region","","","","","10.1007/978-981-15-4327-2","Dr. R. KrishnanDr. J. SanjayDr. Chellappan GnanaseelanDr. Milind MujumdarDr. Ashwini KulkarniDr. Supriyo Chakraborty","2020","http://link.springer.com/book/10.1007/978-981-15-4327-2","Book"
"A quality requirements model and verification approach for system of systems based on description logic","Frontiers of Information Technology & Electronic Engineering","","18","3","10.1631/FITEE.1500309","Qing-long WangZhi-xue WangTing-ting ZhangWei-xing Zhu","2017","http://link.springer.com/article/10.1631/FITEE.1500309","Article"
"Integrated planning of chemical supply chains","Integrated Supply Chain Planning in Chemical Industry","","","","10.1007/978-3-658-08433-2_4","Thomas Kirschstein","2015","http://link.springer.com/chapter/10.1007/978-3-658-08433-2_4","Chapter"
"Smart manufacturing systems: state of the art and future trends","The International Journal of Advanced Manufacturing Technology","","103","9 - 12","10.1007/s00170-019-03754-7","Y. J. QuX. G. MingZ. W. LiuX. Y. ZhangZ. T. Hou","2019","http://link.springer.com/article/10.1007/s00170-019-03754-7","Article"
"The Integrated Model of Secure Cyber-Physical Systems for Their Design and Verification","Intelligent Distributed Computing XIII","","","","10.1007/978-3-030-32258-8_39","Dmitry LevshunIgor KotenkoAndrey Chechulin","2020","http://link.springer.com/chapter/10.1007/978-3-030-32258-8_39","Chapter"
"15. Internationales Stuttgarter Symposium","Proceedings","","","","10.1007/978-3-658-08844-6","Michael BargendeHans-Christian ReussJochen Wiedemann","2015","http://link.springer.com/book/10.1007/978-3-658-08844-6","Book"
"Design Semantics on Accessibility in Unstructured Data Environments","Domain-Specific Conceptual Modeling","","","","10.1007/978-3-319-39417-6_4","Nicholas RoussopoulosWilfrid Utz","2016","http://link.springer.com/chapter/10.1007/978-3-319-39417-6_4","Chapter"
"Overcoming the Middle-Income Trap Requires Improving the Economic Governance Capability","Middle-Income Trap","","","","10.1007/978-981-15-7401-6_4","Zhijie Zheng","2020","http://link.springer.com/chapter/10.1007/978-981-15-7401-6_4","Chapter"
