Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Deep Learning for Security and Privacy Preservation in IoT","Signals and Communication Technology","","","","10.1007/978-981-16-6186-0","Prof. Dr. Aaisha MakkarDr. Neeraj Kumar","2021","http://link.springer.com/book/10.1007/978-981-16-6186-0","Book"
"IQCPSoS: A Model-Based Approach for Modeling and Analyzing Information Quality Requirements for Cyber-Physical System-of-Systems","Journal on Data Semantics","","10","3 - 4","10.1007/s13740-021-00129-8","Mohamad GharibPaolo LolliniAndrea Bondavalli","2021","http://link.springer.com/article/10.1007/s13740-021-00129-8","Article"
"Integration of Constraint Programming, Artificial Intelligence, and Operations Research","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78230-6","Peter J. Stuckey","2021","http://link.springer.com/book/10.1007/978-3-030-78230-6","Book"
"Production at the leading edge of technology","Lecture Notes in Production Engineering","","","","10.1007/978-3-662-62138-7","Prof. Dr. Bernd-Arno BehrensProf. Dr. Alexander BrosiusProf. Dr. Wolfgang HintzeProf. Dr. Steffen IhlenfeldtProf. Dr. Jens Peter Wulfsberg","2021","http://link.springer.com/book/10.1007/978-3-662-62138-7","Book"
"Quality, Reliability, Security and Robustness in Heterogeneous Systems","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-77569-8","Xi WuKaishun WuCong Wang","2021","http://link.springer.com/book/10.1007/978-3-030-77569-8","Book"
"Frontiers in Software Engineering","Communications in Computer and Information Science","","","","10.1007/978-3-030-93135-3","Prof. Giancarlo SucciProf. Paolo CiancariniArtem Kruglov","2021","http://link.springer.com/book/10.1007/978-3-030-93135-3","Book"
"Software Product Line Engineering for Robotics","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_1","Davide Brugali","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_1","Chapter"
"Data-driven Analytics for Sustainable Buildings and Cities","Sustainable Development Goals Series","","","","10.1007/978-981-16-2778-1","Xingxing Zhang","2021","http://link.springer.com/book/10.1007/978-981-16-2778-1","Book"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85906-0","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85906-0","Book"
"Engineering of Collaborative Embedded Systems","Model-Based Engineering of Collaborative Embedded Systems","","","","10.1007/978-3-030-62136-0_2","Birthe BöhmWolfgang BöhmMarian DaunAlexander HaywardSieglinde KranzNikolaus RegnatSebastian SchröckIngo StierandAndreas VogelsangJan VollmarSebastian VossThorsten WeyerAndreas Wortmann","2021","http://link.springer.com/chapter/10.1007/978-3-030-62136-0_2","Chapter"
"Formal Methods in Outer Space","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87348-6","Dr. Ezio BartocciDr. Yliès FalconeProf. Dr. Martin Leucker","2021","http://link.springer.com/book/10.1007/978-3-030-87348-6","Book"
"Big Data Analytics in Cognitive Social Media and Literary Texts","","","","","10.1007/978-981-16-4729-1","Dr. Sanjiv SharmaDr. Valiur RahamanDr. G. R. Sinha","2021","http://link.springer.com/book/10.1007/978-981-16-4729-1","Book"
"Exploiting augmented intelligence in the modeling of safety-critical autonomous systems","Formal Aspects of Computing","","33","3","10.1007/s00165-021-00543-6","Zhibin YangYang BaoYongqiang YangZhiqiu HuangJean-Paul BodeveixMamoun FilaliZonghua Gu","2021","http://link.springer.com/article/10.1007/s00165-021-00543-6","Article"
"Advances in Smart Vehicular Technology, Transportation, Communication and Applications","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-1209-1","Dr. Valentina Emilia BalasDr. Jeng-Shyang PanDr. Tsu-Yang Wu","2021","http://link.springer.com/book/10.1007/978-981-16-1209-1","Book"
"Advances in Computing and Data Sciences","Communications in Computer and Information Science","","","","10.1007/978-3-030-81462-5","Mayank SinghProf. Dr. Vipin TyagiDr. P. K. GuptaProf. Jan FlusserTuncer ÖrenV. R. Sonawane","2021","http://link.springer.com/book/10.1007/978-3-030-81462-5","Book"
"Detection of Intrusions and Malware, and Vulnerability Assessment","Lecture Notes in Computer Science","","","","10.1007/978-3-030-80825-9","Leyla BilgeLorenzo CavallaroGiancarlo PellegrinoNuno Neves","2021","http://link.springer.com/book/10.1007/978-3-030-80825-9","Book"
"Advances and Trends in Artificial Intelligence. Artificial Intelligence Practices","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79457-6","Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali","2021","http://link.springer.com/book/10.1007/978-3-030-79457-6","Book"
"Medical Image Computing and Computer Assisted Intervention – MICCAI 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87231-1","Prof. Dr. Marleen de BruijneProf. Dr. Philippe C. CattinStéphane CotinNicolas PadoyProf. Stefanie SpeidelYefeng ZhengCaroline Essert","2021","http://link.springer.com/book/10.1007/978-3-030-87231-1","Book"
"Application and Theory of Petri Nets and Concurrency","Lecture Notes in Computer Science","","","","10.1007/978-3-030-76983-3","Prof. Didier BuchsJosep Carmona","2021","http://link.springer.com/book/10.1007/978-3-030-76983-3","Book"
"Design, User Experience, and Usability:  Design for Contemporary Technological Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78227-6","Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron Marcus","2021","http://link.springer.com/book/10.1007/978-3-030-78227-6","Book"
"Advances in Computing and Network Communications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-33-6987-0","Dr. Sabu M. ThampiDr. Erol GelenbeDr. Mohammed AtiquzzamanDr. Vipin ChaudharyDr. Kuan-Ching Li","2021","http://link.springer.com/book/10.1007/978-981-33-6987-0","Book"
"Automated Model-Based Test Case Generation Using Uml Activity Diagram: A Review","IT Convergence and Security","","","","10.1007/978-981-16-4118-3_11","Rozi Nor Haizan NorMd Abdul MonimYusmadi Yah JusohNur Ilyana Ismarau Tajuddin","2021","http://link.springer.com/chapter/10.1007/978-981-16-4118-3_11","Chapter"
"11th International Munich Chassis Symposium 2020","Proceedings","","","","10.1007/978-3-662-63193-5","Prof. Dr. Peter E. Pfeffer","2021","http://link.springer.com/book/10.1007/978-3-662-63193-5","Book"
"Design, Operation  and Evaluation of  Mobile Communications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77025-9","Gavriel SalvendyDr. June Wei","2021","http://link.springer.com/book/10.1007/978-3-030-77025-9","Book"
"Integration of Formal Proof into Unified Assurance Cases with Isabelle/SACM","Formal Aspects of Computing","","33","6","10.1007/s00165-021-00537-4","Simon FosterYakoub NemouchiMario GleirscherRan WeiTim Kelly","2021","http://link.springer.com/article/10.1007/s00165-021-00537-4","Article"
"Advances in the Human Side of Service Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80840-2","Dr. Christine LeitnerWalter GanzDebra SatterfieldClara Bassano","2021","http://link.springer.com/book/10.1007/978-3-030-80840-2","Book"
"Omics Technologies for Sustainable Agriculture and Global Food Security (Vol II)","","","","","10.1007/978-981-16-2956-3","Dr. Anirudh KumarDr. Rakesh KumarDr. Pawan ShuklaDr. Hitendra K. Patel","2021","http://link.springer.com/book/10.1007/978-981-16-2956-3","Book"
"Theoretical Aspects of Computing – ICTAC 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85315-0","Dr. Antonio CeronePeter Csaba Ölveczky","2021","http://link.springer.com/book/10.1007/978-3-030-85315-0","Book"
"Artificial Intelligence and Industrial Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-51186-9","Dr. Tawfik MasrourDr. Anass CherrafiDr. Ibtissam El Hassani","2021","http://link.springer.com/book/10.1007/978-3-030-51186-9","Book"
"Technological Innovation for Applied AI Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-78288-7","Prof. Dr. Luis M. Camarinha-MatosPedro FerreiraGuilherme Brito","2021","http://link.springer.com/book/10.1007/978-3-030-78288-7","Book"
"Advances in Cybersecurity Management","","","","","10.1007/978-3-030-71381-2","Kevin DaimiDr. Cathryn Peoples","2021","http://link.springer.com/book/10.1007/978-3-030-71381-2","Book"
"Pediatric Sedation Outside of the Operating Room","","","","","10.1007/978-3-030-58406-1","MD Keira P. Mason, MD","2021","http://link.springer.com/book/10.1007/978-3-030-58406-1","Book"
"Computer Analysis of Images and Patterns","Lecture Notes in Computer Science","","","","10.1007/978-3-030-89131-2","Dr. Nicolas TsapatsoulisDr. Andreas PanayidesDr. Theo TheocharidesDr. Andreas LanitisProf. Dr. Constantinos PattichisMario Vento","2021","http://link.springer.com/book/10.1007/978-3-030-89131-2","Book"
"Knowledge Graphs and Semantic Web","Communications in Computer and Information Science","","","","10.1007/978-3-030-91305-2","Boris Villazón-TerrazasFernando Ortiz-RodríguezSanju TiwariProf. Dr. Ayush GoyalProf. Dr. MA Jabbar","2021","http://link.springer.com/book/10.1007/978-3-030-91305-2","Book"
"Design, User Experience, and Usability:  Design for Diversity, Well-being, and Social Development","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78224-5","Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron Marcus","2021","http://link.springer.com/book/10.1007/978-3-030-78224-5","Book"
"Towards Certified Analysis of Software Product Line Safety Cases","Computer Safety, Reliability, and Security","","","","10.1007/978-3-030-83903-1_9","Ramy ShahinSahar KokalyMarsha Chechik","2021","http://link.springer.com/chapter/10.1007/978-3-030-83903-1_9","Chapter"
"Artificial Intelligence in Medicine","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77211-6","Allan TuckerPedro Henriques AbreuJaime CardosoPedro Pereira RodriguesDavid Riaño","2021","http://link.springer.com/book/10.1007/978-3-030-77211-6","Book"
"Advances in Conceptual Modeling","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88358-4","Dr. Iris Reinhartz-BergerProf. Shazia Sadiq","2021","http://link.springer.com/book/10.1007/978-3-030-88358-4","Book"
"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. Human Body, Motion and Behavior","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77817-0","Dr. Vincent G. Duffy","2021","http://link.springer.com/book/10.1007/978-3-030-77817-0","Book"
"Tests and Proofs","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79379-1","Frédéric LoulergueProf. Dr. Franz Wotawa","2021","http://link.springer.com/book/10.1007/978-3-030-79379-1","Book"
"Information and Communication Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-030-89941-7","Juan Pablo Salgado GuerreroJanneth Chicaiza EspinosaMariela Cerrada LozadaSantiago Berrezueta-Guzman","2021","http://link.springer.com/book/10.1007/978-3-030-89941-7","Book"
"Aviation Systems","Classroom Companion: Business","","","","10.1007/978-3-030-79549-8","Dr. Andreas WittmerProf. Dr. Thomas BiegerProf. Dr. Roland Müller","2021","http://link.springer.com/book/10.1007/978-3-030-79549-8","Book"
"Modern Information Technology and IT Education","Communications in Computer and Information Science","","","","10.1007/978-3-030-78273-3","Vladimir SukhomlinElena Zubareva","2021","http://link.springer.com/book/10.1007/978-3-030-78273-3","Book"
"The Big Data-Driven Digital Economy: Artificial and Computational Intelligence","Studies in Computational Intelligence","","","","10.1007/978-3-030-73057-4","Dr. Abdalmuttaleb M. A. Musleh Al-Sartawi","2021","http://link.springer.com/book/10.1007/978-3-030-73057-4","Book"
"Search-Based Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88106-1","Prof. Una-May O'ReillyPh.D. Xavier Devroey","2021","http://link.springer.com/book/10.1007/978-3-030-88106-1","Book"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77772-2","Helmut DegenDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-77772-2","Book"
"HCI in Mobility, Transport, and Automotive Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78358-7","Heidi Krömker","2021","http://link.springer.com/book/10.1007/978-3-030-78358-7","Book"
"The Digital Journey of Banking and Insurance, Volume III","","","","","10.1007/978-3-030-78821-6","Volker LiermannClaus Stegmann","2021","http://link.springer.com/book/10.1007/978-3-030-78821-6","Book"
"Urban Climate Science for Planning Healthy Cities","Biometeorology","","","","10.1007/978-3-030-87598-5","Chao RenGlenn McGregor","2021","http://link.springer.com/book/10.1007/978-3-030-87598-5","Book"
"Data Management, Analytics and Innovation","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-2934-1","Prof. Neha SharmaProf. Amlan ChakrabartiProf. Valentina Emilia BalasProf. Alfred M. Bruckstein","2021","http://link.springer.com/book/10.1007/978-981-16-2934-1","Book"
"Augmented Reality, Virtual Reality, and Computer Graphics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87595-4","Prof. Lucio Tommaso De PaolisPasquale ArpaiaPatrick Bourdot","2021","http://link.springer.com/book/10.1007/978-3-030-87595-4","Book"
"New Trends in Database and Information Systems","Communications in Computer and Information Science","","","","10.1007/978-3-030-85082-1","Ladjel BellatrecheProf. Marlon DumasPanagiotis KarrasProf. Dr. Raimundas MatulevičiusAhmed AwadProf. Dr. Matthias WeidlichProf. Mirjana IvanovićOlaf Hartig","2021","http://link.springer.com/book/10.1007/978-3-030-85082-1","Book"
"Advanced Systems Engineering","Model-Based Engineering of Collaborative Embedded Systems","","","","10.1007/978-3-030-62136-0_19","Manfred BroyWolfgang BöhmBernhard Rumpe","2021","http://link.springer.com/chapter/10.1007/978-3-030-62136-0_19","Chapter"
"Intelligence of Things: AI-IoT Based Critical-Applications and Innovations","","","","","10.1007/978-3-030-82800-4","Prof. Fadi Al-TurjmanDr. Anand NayyarDr. Ajantha DeviDr. Piyush Kumar Shukla","2021","http://link.springer.com/book/10.1007/978-3-030-82800-4","Book"
"Pattern Recognition and Computer Vision","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88004-0","Prof. Dr. Huimin MaLiang WangProf. Changshui ZhangFei WuProf. Tieniu TanYaonan WangProf. Dr. Jianhuang LaiYao Zhao","2021","http://link.springer.com/book/10.1007/978-3-030-88004-0","Book"
"Medical Image Computing and Computer Assisted Intervention – MICCAI 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87240-3","Prof. Dr. Marleen de BruijneProf. Dr. Philippe C. CattinStéphane CotinNicolas PadoyProf. Stefanie SpeidelYefeng ZhengCaroline Essert","2021","http://link.springer.com/book/10.1007/978-3-030-87240-3","Book"
"Graph Transformation","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78946-6","Prof. Fabio GadducciTimo Kehrer","2021","http://link.springer.com/book/10.1007/978-3-030-78946-6","Book"
"Challenges and Opportunities of AI-Enabled Monitoring, Diagnosis & Prognosis: A Review","Chinese Journal of Mechanical Engineering","","34","1","10.1186/s10033-021-00570-7","Zhibin ZhaoJingyao WuTianfu LiChuang SunRuqiang YanXuefeng Chen","2021","http://link.springer.com/article/10.1186/s10033-021-00570-7","Article"
"Next Generation Supply Chains","Lecture Notes in Management and Industrial Engineering","","","","10.1007/978-3-030-63505-3","Dr. Rosanna FornasieroDr. Saskia SardesaiDr. Ana Cristina BarrosDr. Aristides Matopoulos","2021","http://link.springer.com/book/10.1007/978-3-030-63505-3","Book"
"Pattern Recognition and Computer Vision","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88013-2","Prof. Dr. Huimin MaLiang WangProf. Changshui ZhangFei WuProf. Tieniu TanYaonan WangProf. Dr. Jianhuang LaiYao Zhao","2021","http://link.springer.com/book/10.1007/978-3-030-88013-2","Book"
"Big Data Analytics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-93620-4","Satish Narayana SriramaProf. Dr. Jerry Chun-Wei LinDr. Raj BhatnagarDr. Sonali AgarwalP. Krishna Reddy","2021","http://link.springer.com/book/10.1007/978-3-030-93620-4","Book"
"Current Trends in Communication and Information Technologies","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-76343-5","Petro VorobiyenkoProf. Mykhailo IlchenkoProf. Iryna Strelkovska","2021","http://link.springer.com/book/10.1007/978-3-030-76343-5","Book"
"Analysing an autonomous tramway positioning system with the Uppaal Statistical Model Checker","Formal Aspects of Computing","","33","6","10.1007/s00165-021-00556-1","Davide BasileAlessandro FantechiLuigi RucherGianluca Mandò","2021","http://link.springer.com/article/10.1007/s00165-021-00556-1","Article"
"Euro-Par 2021: Parallel Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85665-6","Prof. Leonel SousaNuno RomaProf. Pedro Tomás","2021","http://link.springer.com/book/10.1007/978-3-030-85665-6","Book"
"Automotive Ergonomics","","","","","10.1007/978-3-658-33941-8","Prof. Dr. Heiner BubbProf. Dr. Klaus BenglerRainer E. GrünenMark Vollrath","2021","http://link.springer.com/book/10.1007/978-3-658-33941-8","Book"
"Feedback Economics","Contemporary Systems Thinking","","","","10.1007/978-3-030-67190-7","Prof. Robert Y. CavanaDr. Brian C. DangerfieldProf. Oleg V. PavlovAssoc. Prof. Michael J. RadzickiProf. I. David Wheat","2021","http://link.springer.com/book/10.1007/978-3-030-67190-7","Book"
"Formal Aspects of Component Software","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90636-8","Gwen SalaünDr. Anton Wijs","2021","http://link.springer.com/book/10.1007/978-3-030-90636-8","Book"
"The Semantic Web","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77385-4","Ruben VerborghKatja HoseHeiko PaulheimPierre-Antoine ChampinMaria MaleshkovaOscar CorchoPetar RistoskiDr. Mehwish Alam","2021","http://link.springer.com/book/10.1007/978-3-030-77385-4","Book"
"Verification of Autonomous Robots: A Roboticist’s Bottom-Up Approach","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_8","Félix Ingrand","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_8","Chapter"
"Digital Transformation and New Challenges","Lecture Notes in Information Systems and Organisation","","","","10.1007/978-3-030-71397-3","Prof. Dr. Evgeny ZaramenskikhDr. Alena Fedorova","2021","http://link.springer.com/book/10.1007/978-3-030-71397-3","Book"
"Computational Logistics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87672-2","Dr. Martijn MesDr. Eduardo Lalla-RuizProf. Stefan Voß","2021","http://link.springer.com/book/10.1007/978-3-030-87672-2","Book"
"The Evolution of Yield Management in the Airline Industry","Management for Professionals","","","","10.1007/978-3-030-70424-7","Dr. Ben Vinod","2021","http://link.springer.com/book/10.1007/978-3-030-70424-7","Book"
"Advances in Contemporary Statistics and Econometrics","","","","","10.1007/978-3-030-73249-3","Abdelaati DaouiaAnne Ruiz-Gazen","2021","http://link.springer.com/book/10.1007/978-3-030-73249-3","Book"
"Text, Speech, and Dialogue","Lecture Notes in Computer Science","","","","10.1007/978-3-030-83527-9","Kamil EkšteinFrantišek PártlMiloslav Konopík","2021","http://link.springer.com/book/10.1007/978-3-030-83527-9","Book"
"Computational Science – ICCS 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77977-1","Prof. Maciej PaszynskiProf. Dr. Dieter KranzlmüllerDr. Valeria V. KrzhizhanovskayaProf. Jack J. DongarraProf. Dr. Peter M.A. Sloot","2021","http://link.springer.com/book/10.1007/978-3-030-77977-1","Book"
"Handbook of Bioastronautics","","","","","10.1007/978-3-319-12191-8","Laurence R. YoungJeffrey P. Sutton","2021","http://link.springer.com/referencework/10.1007/978-3-319-12191-8","ReferenceWork"
"New Forms of Urban Agriculture: An Urban Ecology Perspective","","","","","10.1007/978-981-16-3738-4","Assist. Prof. Jessica Ann DiehlHarpreet Kaur","2021","http://link.springer.com/book/10.1007/978-981-16-3738-4","Book"
"Medical Image Computing and Computer Assisted Intervention – MICCAI 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87234-2","Prof. Dr. Marleen de BruijneProf. Dr. Philippe C. CattinStéphane CotinNicolas PadoyProf. Stefanie SpeidelYefeng ZhengCaroline Essert","2021","http://link.springer.com/book/10.1007/978-3-030-87234-2","Book"
"Computing Systems for Autonomous Driving","","","","","10.1007/978-3-030-81564-6","Prof. Weisong ShiLiangkai Liu","2021","http://link.springer.com/book/10.1007/978-3-030-81564-6","Book"
"Languages for Specifying Missions of Robotic Applications","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_12","Swaib DraguleSergio García GonzaloThorsten BergerPatrizio Pelliccione","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_12","Chapter"
"Safety Case Maintenance: A Systematic Literature Review","Computer Safety, Reliability, and Security","","","","10.1007/978-3-030-83903-1_8","Carmen CârlanBarbara GallinaLiana Soima","2021","http://link.springer.com/chapter/10.1007/978-3-030-83903-1_8","Chapter"
"HAMR: An AADL Multi-platform Code Generation Toolset","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-030-89159-6_18","John HatcliffJason BeltRobbyTodd Carpenter","2021","http://link.springer.com/chapter/10.1007/978-3-030-89159-6_18","Chapter"
"A Practical Specialization of MDA/MBSE Approach to Develop AUV Controllers","Journal of Marine Science and Application","","20","1","10.1007/s11804-020-00151-5","Ngo Van HienPham Gia Diem","2021","http://link.springer.com/article/10.1007/s11804-020-00151-5","Article"
"Socio-Technical Aspects in Security and Trust","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79318-0","Dr. Thomas GroßProf. Luca Viganò","2021","http://link.springer.com/book/10.1007/978-3-030-79318-0","Book"
"Uncertainty representation in software models: a survey","Software and Systems Modeling","","20","4","10.1007/s10270-020-00842-1","Javier TroyaNathalie MorenoManuel F. BertoaAntonio Vallecillo","2021","http://link.springer.com/article/10.1007/s10270-020-00842-1","Article"
"The Semantic Web: ESWC 2021 Satellite Events","Lecture Notes in Computer Science","","","","10.1007/978-3-030-80418-3","Ruben VerborghDr. Anastasia DimouAidan HoganClaudia d'AmatoDr. Ilaria TiddiArne BröringDr. med. Simon MayerFemke OngenaeAssoc. Prof. Riccardo TommasiniDr. Mehwish Alam","2021","http://link.springer.com/book/10.1007/978-3-030-80418-3","Book"
"Business Process Management Cases Vol. 2","","","","","10.1007/978-3-662-63047-1","Prof. Dr. Jan vom BrockeJan MendlingProf. Dr. Michael Rosemann","2021","http://link.springer.com/book/10.1007/978-3-662-63047-1","Book"
"Automatic Transformation of SysML Model to Event-B Model for Railway CCS Application","Rigorous State-Based Methods","","","","10.1007/978-3-030-77543-8_14","Shubhangi SalunkheRandolf BerglehnerAbdul Rasheeq","2021","http://link.springer.com/chapter/10.1007/978-3-030-77543-8_14","Chapter"
"Artificial Intelligence in Education","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78270-2","Ido RollDanielle McNamaraSergey SosnovskyRose LuckinVania Dimitrova","2021","http://link.springer.com/book/10.1007/978-3-030-78270-2","Book"
"Advances in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85713-4","Enrique AlbaGabriel LuqueFrancisco ChicanoDr. Carlos CottaDavid CamachoProf. Manuel Ojeda-AciegoSusana MontesProf. Alicia TroncosoJosé RiquelmeRodrigo Gil-Merino","2021","http://link.springer.com/book/10.1007/978-3-030-85713-4","Book"
"An Assurance Framework and Process for Hybrid Systems","E-Business and Telecommunications","","","","10.1007/978-3-030-90428-9_4","Marco AnisettiClaudio A. ArdagnaNicola BenaErnesto Damiani","2021","http://link.springer.com/chapter/10.1007/978-3-030-90428-9_4","Chapter"
"The Next Wave of Sociotechnical Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-82405-1","Leona Chandra KruseProf. Dr. Stefan SeidelGeir Inge Hausvik","2021","http://link.springer.com/book/10.1007/978-3-030-82405-1","Book"
"Evolving Role of AI and IoMT in the Healthcare Market","","","","","10.1007/978-3-030-82079-4","Prof. Fadi Al-TurjmanDr. Manoj KumarDr. Thompson StephanDr. Akashdeep Bhardwaj","2021","http://link.springer.com/book/10.1007/978-3-030-82079-4","Book"
"Banking 5.0","Palgrave Studies in Financial Services Technology","","","","10.1007/978-3-030-75871-4","Prof. Dr. Bernardo Nicoletti","2021","http://link.springer.com/book/10.1007/978-3-030-75871-4","Book"
"Software engineering techniques for statically analyzing mobile apps: research trends, characteristics, and potential for industrial adoption","Journal of Internet Services and Applications","","12","1","10.1186/s13174-021-00134-x","Marco AutiliIvano MalavoltaAlexander PerucciGian Luca ScocciaRoberto Verdecchia","2021","http://link.springer.com/article/10.1186/s13174-021-00134-x","Article"
"Software Business","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-91983-2","Xiaofeng WangAntonio MartiniDr. Anh Nguyen-DucDr. Viktoria Stray","2021","http://link.springer.com/book/10.1007/978-3-030-91983-2","Book"
"Air Pollution Modeling and its Application XXVII","Springer Proceedings in Complexity","","","","10.1007/978-3-662-63760-9","Dr. Clemens MensinkProf. Volker Matthias","2021","http://link.springer.com/book/10.1007/978-3-662-63760-9","Book"
"Theories of Change","Sustainable Finance","","","","10.1007/978-3-030-52275-9","Karen Wendt","2021","http://link.springer.com/book/10.1007/978-3-030-52275-9","Book"
"Western Influences in the History of Science and Technology in Modern China","History of Science and Technology in China","","","","10.1007/978-981-15-7850-2","Xiaoyuan Jiang","2021","http://link.springer.com/referencework/10.1007/978-981-15-7850-2","ReferenceWork"
"Provenance and Annotation of Data and Processes","Lecture Notes in Computer Science","","","","10.1007/978-3-030-80960-7","Boris GlavicVanessa BraganholoDr. David Koop","2021","http://link.springer.com/book/10.1007/978-3-030-80960-7","Book"
"Sustainability in Natural Resources Management and Land Planning","World Sustainability Series","","","","10.1007/978-3-030-76624-5","Walter Leal FilhoProf. Dr. Ulisses Miranda AzeiteiroPh.D. Andréia Faraoni Freitas Setti","2021","http://link.springer.com/book/10.1007/978-3-030-76624-5","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85613-7","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85613-7","Book"
"Cloud Computing, Big Data & Emerging Topics","Communications in Computer and Information Science","","","","10.1007/978-3-030-84825-5","Marcelo NaioufDr. Enzo RucciFranco ChichizolaLaura De Giusti","2021","http://link.springer.com/book/10.1007/978-3-030-84825-5","Book"
"Integrated Science","Integrated Science","","","","10.1007/978-3-030-65273-9","Prof. Nima Rezaei","2021","http://link.springer.com/book/10.1007/978-3-030-65273-9","Book"
"Architectures for Dynamically Coupled Systems","Model-Based Engineering of Collaborative Embedded Systems","","","","10.1007/978-3-030-62136-0_5","Malin GandorNicolas JäckelLorenz KäserAlexander SchlieIngo StierandAxel TerflothSteffen ToborgLouis WachtmeisterAnna Wißdorf","2021","http://link.springer.com/chapter/10.1007/978-3-030-62136-0_5","Chapter"
"Data-Driven Auxiliary Decision-Making Method for Power System Stability","Proceedings of 2020 International Top-Level Forum on Engineering Science and Technology Development Strategy and The 5th PURPLE MOUNTAIN FORUM (PMF2020)","","","","10.1007/978-981-15-9746-6_44","Hongqiang LiHuibiao YangLei ZhouFeng LiYi Tang","2021","http://link.springer.com/chapter/10.1007/978-981-15-9746-6_44","Chapter"
"An Overview of Complex Enterprise Systems Engineering: Evolution and Challenges","Complex Systems Design & Management","","","","10.1007/978-3-030-73539-5_14","Xinguo ZhangChen WangLefei LiPidong Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-73539-5_14","Chapter"
"Systematic Literature Review on the Implementation of Software Architectures for Critical Systems","Computer Science – CACIC 2020","","","","10.1007/978-3-030-75836-3_8","Joaquín AcevedoAndrea LezcanoJuan Pinto OppidoEmanuel Irrazábal","2021","http://link.springer.com/chapter/10.1007/978-3-030-75836-3_8","Chapter"
